Longitude,Latitude,House_Age,Total_Rooms,Total_Bedrooms,Bathrooms,Parking,Dist_Mall_KM,Dist_Metro_KM,Price_Crore
72.8269,18.9014,29,2,1,1,1,4.2,3.98,3.45
72.8205,18.8905,31,3,1,1,2,0.17,0.2,5.8
72.7953,18.9533,8,3,1,1,0,0.93,1.13,6.25
72.8293,18.9286,7,4,2,3,1,14.44,9.72,3.64
72.8228,18.9215,14,4,3,3,1,3.8,2.94,9.95
72.8582,19.0,14,3,1,1,1,0.58,0.51,12.12
72.8763,19.0594,29,3,1,1,2,3.86,2.72,8.24
72.8132,18.9904,50,2,1,1,1,0.65,0.53,2.54
72.7885,19.0112,0,5,3,3,1,3.72,3.27,12.77
72.8869,18.9365,9,3,2,2,0,0.65,0.81,8.34
72.8458,18.9718,35,4,2,2,0,6.3,5.2,7.38
72.7962,19.0468,3,4,2,2,0,0.12,0.1,11.04
72.8429,18.9181,8,4,3,3,1,1.09,1.35,12.77
72.8112,19.0234,1,4,2,2,0,1.31,1.17,10.68
72.8966,19.0616,11,3,2,2,1,0.55,0.47,15.83
72.8007,18.966,2,4,2,3,2,1.35,1.3,13.38
72.7844,18.9583,0,3,2,2,0,2.45,1.7,8.12
72.879,18.9138,37,4,2,2,1,17.48,13.32,1.78
72.8021,19.0251,17,4,3,3,0,0.23,0.17,10.89
72.8936,18.9322,18,2,1,1,2,2.02,1.56,4.92
72.8511,18.8876,3,3,2,2,0,2.94,2.99,7.25
72.7843,18.9511,4,3,2,3,1,0.51,0.41,10.38
72.8445,18.9172,5,4,3,3,1,2.56,2.9,12.04
72.8909,18.9059,0,2,1,1,1,15.42,10.33,1.85
72.8235,18.9003,0,5,3,4,1,0.32,0.39,17.28
72.8408,18.9308,17,2,1,1,0,2.96,2.2,3.53
72.8624,18.9969,32,3,2,2,0,4.62,4.72,7.25
72.8487,18.9024,4,4,3,3,1,2.56,2.59,11.98
72.8199,19.0072,1,3,2,2,1,5.42,5.9,6.58
72.8434,18.8824,22,5,3,3,1,12.97,9.21,4.24
72.8781,19.0594,30,3,2,2,0,0.91,1.03,10.74
72.7914,18.976,6,3,1,1,0,2.65,3.26,5.5
72.8451,18.9934,10,3,2,2,0,1.82,1.31,13.71
72.8129,18.8966,0,3,2,2,1,0.4,0.38,10.29
72.8991,18.9652,11,3,2,2,1,1.46,1.04,15.64
72.8832,18.9854,5,3,2,2,1,1.96,2.36,15.05
72.834,19.0361,13,4,3,4,0,9.91,7.06,10.2
72.7923,19.042,12,3,1,1,1,4.51,4.73,4.76
72.8637,18.9472,32,2,1,1,1,1.57,1.06,3.7
72.8006,18.8937,33,3,1,1,1,12.32,9.02,1.68
72.8361,18.9002,10,4,2,2,0,4.68,3.36,7.39
72.8823,18.9488,2,2,1,1,2,0.42,0.4,6.99
72.8921,18.9135,12,2,1,1,2,0.6,0.51,5.59
72.846,18.9156,4,3,2,2,1,1.4,1.56,8.85
72.8715,19.0398,3,2,1,1,1,5.27,4.56,7.23
72.8959,18.9005,3,2,1,1,0,6.0,5.26,3.3
72.841,18.8995,47,2,1,1,2,2.61,1.9,1.95
72.7914,18.904,2,4,2,2,1,1.01,1.01,11.03
72.8936,19.032,50,3,2,2,2,2.77,2.57,7.32
72.8726,19.0032,2,4,2,2,1,5.83,6.66,12.34
72.8383,19.0343,20,2,1,1,1,6.18,4.44,5.59
72.7852,19.0196,3,2,1,1,0,3.07,3.57,4.39
72.8558,19.0377,6,4,3,3,1,0.54,0.42,24.48
72.8486,19.0172,3,2,1,1,0,4.45,3.34,7.19
72.8446,18.8953,0,4,3,3,1,0.91,0.76,14.37
72.8417,19.0555,14,5,3,3,1,1.48,1.05,23.56
72.7842,19.0036,15,2,1,1,1,2.17,1.55,4.67
72.8896,19.0583,38,3,2,2,1,4.2,4.47,7.35
72.7953,19.0483,27,2,1,1,1,1.26,1.21,3.96
72.8749,18.9846,24,2,1,1,0,2.25,1.63,6.18
72.8901,19.0316,4,2,1,1,2,11.11,8.81,5.07
72.8514,18.89,5,2,1,1,0,8.56,6.66,2.88
72.8112,18.8867,4,3,1,1,2,1.59,1.54,8.02
72.838,18.9919,6,4,3,3,0,1.7,1.59,19.6
72.828,19.0404,13,3,2,2,1,3.51,2.64,13.06
72.8531,19.0103,14,5,3,3,1,0.47,0.58,24.65
72.8628,19.0341,1,3,2,2,2,1.85,1.37,19.24
72.8668,19.0405,5,3,1,1,1,0.44,0.36,13.93
72.7901,19.0212,4,3,1,1,1,5.86,6.31,4.14
72.7929,18.9864,3,2,1,1,2,1.25,1.22,5.96
72.8997,19.0592,34,2,1,1,0,0.34,0.24,6.16
72.8874,18.9181,1,2,1,1,0,3.77,3.67,3.79
72.8008,19.0569,10,5,3,3,1,0.7,0.72,14.62
72.8303,18.9734,11,4,3,3,1,1.25,1.01,21.52
72.8428,18.9007,13,3,2,2,1,5.2,6.25,5.29
72.8905,19.0536,14,4,3,3,0,3.36,2.57,16.1
72.8556,18.9991,0,3,2,2,2,2.42,2.36,17.91
72.8332,19.0341,17,4,2,2,2,3.13,2.27,16.41
72.7849,18.8907,42,2,1,1,0,7.43,6.12,1.64
72.8923,18.8922,0,4,3,3,1,3.28,2.36,12.08
72.858,18.9183,0,4,2,3,0,0.54,0.58,11.13
72.8973,18.9488,28,2,1,1,0,2.31,1.58,3.2
72.8116,19.0129,50,3,2,2,0,4.89,4.95,2.21
72.8872,18.8982,1,3,2,2,2,0.58,0.58,11.46
72.8383,18.9387,3,4,3,3,1,1.06,0.82,13.59
72.811,19.0182,2,3,2,2,0,2.58,2.88,7.77
72.8678,18.987,18,2,1,1,2,3.76,4.12,7.46
72.7842,18.9812,20,3,2,2,0,0.79,0.99,6.9
72.7874,19.035,4,2,1,1,2,5.81,6.33,3.98
72.8206,18.99,7,2,1,1,2,0.51,0.54,11.07
72.8584,18.8981,0,4,2,2,1,2.49,1.7,10.9
72.854,18.8944,4,2,1,1,1,7.42,6.39,3.07
72.8946,19.0289,7,4,2,2,0,0.35,0.41,18.58
72.804,18.8906,5,3,2,2,1,0.33,0.38,9.92
72.8598,19.0652,1,2,1,1,1,0.57,0.42,11.14
72.892,18.9524,15,2,1,1,0,0.43,0.34,7.97
72.897,18.9503,3,3,2,2,1,14.74,10.26,5.66
72.8931,18.9289,3,4,3,3,1,6.23,5.78,8.58
72.7899,19.0096,2,3,1,1,0,1.15,1.38,6.6
72.8363,19.0414,18,3,2,2,2,4.3,3.53,12.3
72.8924,18.9006,6,3,2,2,0,4.62,3.45,6.31
72.8071,18.983,50,4,2,2,1,4.89,5.52,2.77
72.8764,18.9274,15,2,1,1,2,2.06,2.52,5.03
72.8412,19.0287,0,4,3,3,1,2.32,2.59,22.38
72.8216,18.9841,12,2,1,1,1,1.05,0.86,8.8
72.8152,18.9325,29,2,1,1,0,3.69,4.28,2.66
72.854,19.0547,2,3,2,2,1,1.15,0.83,17.41
72.8661,19.0244,18,3,2,2,2,1.33,1.54,15.35
72.8442,18.9086,35,4,3,3,0,0.83,0.64,7.6
72.8921,18.9003,13,2,1,1,0,0.17,0.14,4.66
72.8935,19.0439,5,2,1,1,1,1.01,0.79,10.24
72.8314,18.9808,23,2,1,1,1,0.87,0.87,7.69
72.88,18.8855,12,2,1,1,1,11.6,9.34,2.01
72.8024,18.9142,4,3,2,2,1,1.39,1.12,9.85
72.8501,18.986,3,4,2,2,1,2.33,1.96,18.77
72.8443,18.9703,24,3,1,1,0,3.66,2.51,7.8
72.7977,18.8773,3,2,1,1,1,0.75,0.6,6.16
72.8885,19.0593,50,2,1,1,1,1.48,1.03,4.37
72.8294,19.0019,10,4,3,3,0,5.37,3.7,15.48
72.8354,18.8811,10,4,2,2,2,4.27,4.31,8.83
72.8395,19.046,12,2,1,1,1,2.02,1.69,8.49
72.8894,18.9251,27,2,1,1,1,3.0,2.06,3.35
72.8173,19.0192,33,3,2,3,1,0.53,0.36,7.11
72.8686,19.0507,22,4,3,4,1,0.86,0.68,20.51
72.8891,18.9667,28,2,1,1,2,0.1,0.1,8.58
72.8049,18.895,8,5,3,3,1,1.05,0.77,14.75
72.7917,18.9952,4,5,3,3,0,1.97,1.33,12.97
72.8559,19.0053,16,2,1,1,1,0.1,0.1,8.92
72.8313,18.9486,19,3,2,2,1,2.22,2.7,6.95
72.8081,19.0392,16,4,2,2,1,0.19,0.18,10.05
72.823,18.8968,7,4,3,3,1,3.51,4.09,9.45
72.8618,18.9555,32,3,1,1,0,4.06,2.83,6.3
72.8552,18.9932,10,4,3,3,1,5.67,5.94,14.26
72.8686,19.043,7,4,2,3,0,1.4,1.23,18.36
72.7837,18.9731,11,2,1,1,0,0.22,0.16,4.9
72.8141,18.9917,20,3,2,2,0,2.95,2.12,6.26
72.8734,18.9318,15,2,1,1,2,0.54,0.6,5.33
72.8075,19.0104,7,3,2,2,2,1.14,0.81,10.21
72.8794,18.8813,32,3,2,2,1,5.12,3.49,4.59
72.8132,18.9512,13,2,1,1,2,0.41,0.44,5.5
72.8849,18.9124,16,3,2,2,0,3.24,3.23,6.63
72.8112,19.0451,50,4,2,2,1,1.87,2.02,4.58
72.8832,18.993,8,4,2,2,1,1.41,1.38,18.94
72.8117,18.9041,4,3,2,3,1,2.6,1.9,9.0
72.8657,18.8968,5,3,2,3,1,3.01,2.52,8.28
72.8194,19.0347,4,2,1,1,1,0.51,0.35,5.61
72.8722,18.8936,11,4,3,3,1,0.55,0.61,12.27
72.7921,19.0563,21,3,2,2,0,5.16,3.74,5.15
72.7886,18.9164,7,4,2,2,0,2.42,1.9,8.53
72.7928,18.9054,12,2,1,1,1,4.56,3.23,3.97
72.8489,18.9869,8,2,1,1,1,4.1,3.2,7.95
72.8816,19.0025,5,3,2,3,1,0.61,0.5,19.24
72.8894,18.9014,11,2,1,1,0,6.47,5.19,2.96
72.857,18.9357,16,3,2,2,1,0.28,0.23,8.25
72.7963,19.0435,24,3,2,3,1,0.2,0.19,8.51
72.8211,18.941,8,2,1,1,2,1.23,1.3,6.08
72.8619,18.987,38,3,2,2,0,7.25,5.16,5.79
72.8105,19.0585,1,2,1,1,0,4.01,3.74,3.77
72.8922,18.8724,9,3,2,2,0,0.48,0.35,8.4
72.8003,18.8878,15,3,2,2,0,3.33,2.44,6.11
72.8674,18.892,0,2,1,1,1,1.4,1.24,5.41
72.8097,18.9109,2,3,2,2,0,0.29,0.33,9.27
72.7942,19.0523,3,3,1,1,1,0.09,0.1,8.22
72.7923,18.9788,13,2,1,1,2,1.47,1.32,5.42
72.8828,18.929,8,2,1,1,1,2.61,2.07,4.8
72.8679,18.8821,13,4,3,4,2,0.13,0.1,14.68
72.8708,18.9627,9,3,2,3,1,1.05,0.75,17.36
72.8115,18.9463,8,2,1,1,1,0.48,0.57,5.75
72.8872,18.8837,32,2,1,1,1,1.57,1.23,3.89
72.8257,19.0032,16,2,1,1,1,0.49,0.61,8.64
72.8245,19.0651,5,5,3,3,1,0.64,0.51,27.57
72.8345,18.966,36,4,3,3,0,2.34,1.96,11.83
72.8959,19.0419,13,5,3,3,1,0.48,0.45,25.22
72.7956,18.867,2,2,1,1,0,3.66,2.77,4.67
72.7852,19.0276,50,3,2,3,0,0.24,0.19,3.38
72.8704,19.0444,6,4,2,2,2,1.85,1.52,20.91
72.788,18.8717,2,2,1,1,0,3.68,3.35,4.13
72.8594,18.9371,24,2,1,1,2,0.51,0.36,4.7
72.8712,18.9731,35,2,1,1,0,0.45,0.43,5.83
72.8878,18.9219,21,4,3,3,0,0.59,0.48,10.06
72.8883,18.9676,0,3,1,1,1,0.12,0.1,15.02
72.8406,19.0045,6,3,2,2,0,0.41,0.28,15.39
72.7855,18.9104,34,3,1,1,2,5.99,5.46,3.76
72.8689,19.06,29,3,1,1,0,1.8,1.5,8.19
72.8129,19.0234,6,3,2,2,1,1.66,1.66,8.71
72.8503,19.0613,5,2,1,1,1,3.91,2.77,8.63
72.7847,18.9411,16,3,2,3,0,7.81,7.72,4.0
72.8886,19.0378,1,3,2,2,0,5.83,4.34,11.07
72.8839,19.0033,32,2,1,1,1,0.81,0.6,6.37
72.8172,18.9763,10,3,1,1,1,0.65,0.56,7.39
72.7907,19.0601,0,4,3,3,1,1.96,1.73,13.48
72.8432,18.9774,9,4,2,3,1,4.33,3.36,15.79
72.8808,18.9342,7,2,1,1,0,2.37,2.06,4.36
72.8721,18.9755,0,3,1,1,1,0.36,0.42,15.02
72.8076,18.874,25,4,3,4,1,1.99,2.49,9.28
72.861,19.0375,21,4,2,3,0,0.97,0.73,15.31
72.8285,19.0276,17,4,2,3,0,9.27,6.92,9.07
72.8575,19.0533,3,3,1,1,0,10.24,7.32,6.23
72.845,18.9663,30,4,2,2,0,6.14,4.13,8.51
72.8433,18.9397,9,2,1,1,0,2.81,2.05,4.48
72.7936,19.014,4,2,1,1,1,1.86,1.67,5.51
72.8888,18.9196,10,5,3,3,0,4.11,3.14,10.42
72.8859,18.8806,25,3,2,3,1,2.79,2.15,6.62
72.8543,19.013,25,3,1,1,1,4.79,3.4,7.49
72.8553,18.9208,6,2,1,1,1,3.29,2.98,4.93
72.8858,18.9478,0,2,1,1,1,0.37,0.27,6.07
72.8213,18.9089,27,2,1,1,2,7.9,6.82,2.32
72.8064,18.9072,5,3,1,1,1,3.31,3.34,6.19
72.8226,19.0447,20,3,2,2,1,2.15,1.85,12.67
72.8025,19.0661,9,3,2,2,2,4.11,2.81,8.41
72.8741,18.977,5,4,2,2,1,1.38,1.4,19.32
72.8436,19.06,4,5,3,3,1,1.08,0.79,27.66
72.8808,18.8841,7,2,1,1,1,2.6,2.0,4.84
72.7898,18.947,17,2,1,1,0,7.11,7.07,2.71
72.7967,19.0243,29,3,1,1,1,0.56,0.65,5.32
72.8885,18.8833,4,3,1,1,1,7.5,5.01,4.4
72.8676,19.0242,11,3,2,2,1,3.57,3.22,12.88
72.8724,18.9314,6,3,2,2,0,0.26,0.26,8.69
72.8864,18.9903,18,2,1,1,2,1.05,0.76,9.19
72.8378,19.0402,5,2,1,1,2,3.63,2.67,8.97
72.8151,18.885,30,2,1,1,2,3.05,2.13,3.96
72.8666,18.9722,2,4,2,2,2,1.32,0.89,23.42
72.8247,18.9336,50,2,1,1,0,1.49,1.79,1.58
72.8755,18.8965,1,4,3,4,1,4.21,2.91,12.25
72.8606,19.0562,0,4,2,2,1,2.66,1.84,19.53
72.8249,19.0547,15,2,1,1,0,0.44,0.44,8.78
72.8375,19.0001,3,2,1,1,1,5.95,6.27,6.31
72.8449,19.0503,8,3,2,2,1,0.7,0.6,17.04
72.8585,19.0632,15,3,1,1,2,1.98,1.92,11.53
72.8442,19.065,0,2,1,1,1,6.83,7.46,6.13
72.8921,19.0232,18,4,3,3,0,2.09,1.52,16.81
72.896,18.9845,4,4,3,3,1,8.56,6.21,13.73
72.8772,18.8844,31,3,2,2,2,1.38,1.55,6.67
72.8468,18.9775,8,3,1,1,0,1.42,1.55,10.65
72.795,19.0189,16,4,2,2,0,0.14,0.1,9.1
72.8514,19.0319,6,3,2,2,2,3.16,2.39,16.04
72.833,19.0121,4,5,3,3,2,1.09,0.9,30.33
72.8971,18.9234,25,4,3,4,1,1.45,1.12,10.44
72.8244,18.9677,2,4,3,3,1,6.42,4.96,16.82
72.7966,18.9387,20,4,3,3,0,15.03,11.59,2.87
72.8393,18.9473,3,2,1,1,1,0.11,0.1,6.26
72.7844,19.0004,9,4,3,3,1,0.28,0.2,13.05
72.8884,18.9775,4,3,2,2,1,1.2,0.89,17.13
72.8798,18.9679,12,5,3,4,1,0.84,0.84,26.17
72.8953,18.9445,27,3,2,3,1,0.58,0.48,7.79
72.853,19.0205,37,4,2,2,1,1.48,1.12,11.17
72.8829,18.9005,1,2,1,1,2,0.41,0.39,6.79
72.859,19.0073,23,3,1,1,2,7.27,6.55,6.31
72.8616,18.9821,37,4,2,2,0,0.32,0.33,11.12
72.8474,18.9428,36,4,2,2,1,6.3,4.27,4.78
72.8493,18.9765,19,4,3,4,1,1.4,1.21,20.05
72.8822,18.9019,23,4,2,2,1,0.4,0.34,8.87
72.8665,19.0567,22,3,1,1,1,1.07,0.89,10.46
72.8301,18.8733,15,4,2,2,0,0.14,0.1,9.06
72.8463,19.0354,50,3,1,1,1,1.42,1.58,5.7
72.801,18.9922,11,3,2,2,1,5.15,3.52,6.64
72.7941,19.0275,2,3,1,1,1,0.75,0.8,7.58
72.8503,18.8667,1,4,2,2,2,1.08,0.72,13.1
72.8764,18.9665,24,3,2,2,1,12.37,9.3,4.7
72.8743,18.9954,16,4,2,3,1,1.2,0.99,18.59
72.8938,18.9412,25,2,1,1,0,0.24,0.26,4.28
72.8479,19.0019,3,2,1,1,1,10.65,7.7,4.79
72.8519,19.0502,4,4,2,2,0,3.24,3.85,14.08
72.8981,18.911,0,3,2,3,0,0.55,0.47,10.28
72.8273,19.0128,5,2,1,1,2,7.22,6.25,6.54
72.8417,18.9965,12,3,2,3,1,1.92,2.33,14.96
72.8033,18.9685,17,4,2,2,0,4.26,3.54,6.93
72.7879,19.0553,3,2,1,1,1,2.76,3.19,4.63
72.8428,19.0235,0,2,1,1,1,4.65,4.57,7.81
72.8433,18.9252,6,3,2,2,1,2.86,2.49,8.11
72.7864,18.8747,5,4,3,4,2,1.73,1.76,13.98
72.8431,19.0257,4,3,2,2,2,3.54,2.42,16.35
72.8992,18.9003,36,3,1,1,2,0.1,0.11,5.09
72.7901,18.9707,4,2,1,1,1,4.44,4.57,4.59
72.7905,18.9216,4,4,3,3,1,3.07,2.85,11.44
72.8655,18.904,1,3,2,2,0,16.17,12.59,2.31
72.8669,19.0046,9,2,1,1,2,0.09,0.1,11.24
72.8357,18.8928,12,4,2,2,0,3.8,3.63,6.92
72.84,18.8929,0,3,1,1,2,1.88,2.0,7.88
72.8886,19.01,13,3,1,1,1,3.65,2.98,9.46
72.8067,18.9605,14,2,1,1,1,0.13,0.1,4.84
72.8072,18.9282,8,2,1,1,1,4.9,3.62,4.63
72.8215,18.8843,34,3,2,2,1,1.51,1.62,6.05
72.8295,19.0212,50,4,3,3,1,1.93,1.95,8.85
72.785,18.9979,2,4,2,2,0,0.42,0.41,10.48
72.7988,18.8928,9,3,2,2,1,1.71,1.39,8.77
72.8161,18.9608,13,3,1,1,2,0.46,0.45,7.51
72.8894,18.8763,13,3,2,2,1,2.48,2.23,7.25
72.8937,18.8709,12,2,1,1,1,1.96,1.55,4.79
72.7913,18.8778,10,2,1,1,1,3.88,3.26,4.37
72.816,18.8669,39,4,3,3,0,7.86,6.04,3.78
72.8904,19.0069,5,2,1,1,2,1.7,1.32,11.39
72.8438,18.9196,8,5,3,3,1,0.68,0.51,15.18
72.8599,19.0506,2,4,2,3,1,4.22,3.32,17.57
72.8062,18.8865,2,4,2,3,1,0.2,0.14,13.37
72.7857,19.0282,0,4,2,2,1,1.67,1.78,11.5
72.8871,19.0481,2,2,1,1,0,0.56,0.54,9.79
72.8807,18.8702,14,2,1,1,1,1.8,1.24,4.86
72.853,18.9123,13,2,1,1,1,11.99,10.16,1.71
72.8566,18.9909,1,2,1,1,1,1.62,1.2,10.06
72.7962,18.8937,1,3,2,2,1,0.84,0.92,10.14
72.8814,18.9766,8,3,2,3,1,2.3,2.58,15.55
72.8251,18.9526,7,3,1,1,2,0.24,0.19,15.17
72.8252,19.0657,19,5,3,3,2,6.12,5.43,16.1
72.8276,18.9173,33,3,1,1,1,0.78,0.6,4.44
72.8059,19.0451,1,3,2,2,1,5.32,3.72,7.71
72.8993,19.0051,13,2,1,1,1,0.9,0.85,9.39
72.8091,19.0578,10,4,2,2,1,1.67,2.06,9.42
72.8445,18.881,50,5,3,3,0,2.27,2.42,4.73
72.8295,18.9946,0,4,3,4,1,2.32,1.91,25.14
72.8966,19.0386,6,4,3,3,1,1.47,1.48,22.43
72.8982,19.0594,7,4,3,3,0,4.52,3.79,16.1
72.815,19.0198,1,3,2,2,1,2.43,2.88,8.42
72.8766,19.0085,1,4,3,3,1,2.45,1.73,23.27
72.8819,18.9684,6,2,1,1,0,2.78,1.91,7.95
72.8359,18.9009,27,2,1,1,1,1.13,0.87,4.1
72.8525,18.8792,13,2,1,1,1,1.28,1.3,5.08
72.8805,18.9143,4,2,1,1,1,0.2,0.17,6.17
72.8349,19.0232,14,3,2,2,1,0.74,0.79,15.48
72.8418,19.0011,1,4,3,3,0,1.17,1.27,22.22
72.8323,18.8887,50,4,2,2,1,0.54,0.47,4.81
72.7901,18.9806,1,4,3,4,1,4.63,3.43,11.27
72.899,18.9427,4,4,3,3,2,1.48,1.43,14.38
72.8417,19.0026,14,2,1,1,1,2.38,2.15,7.06
72.8887,18.9636,8,3,2,2,0,8.18,6.57,8.43
72.85,18.9665,4,5,3,3,1,4.57,4.0,20.45
72.8847,18.9417,15,4,3,3,1,3.76,3.21,9.46
72.8914,18.9744,11,4,2,2,2,1.88,1.36,20.21
72.8709,18.9842,28,3,1,1,2,0.99,0.74,10.33
72.8716,18.9154,28,3,2,3,0,1.02,0.7,6.33
72.8926,18.9184,7,3,2,2,1,5.25,4.67,6.2
72.8352,18.9236,50,3,1,1,1,1.49,1.28,2.93
72.8015,18.9064,15,3,2,2,2,2.24,2.04,8.1
72.8589,19.0141,4,4,2,2,2,16.01,11.07,7.09
72.8051,19.0189,19,3,2,2,2,6.67,5.26,5.37
72.8856,19.0281,37,2,1,1,1,1.06,1.0,5.83
72.8209,19.0118,10,3,2,2,2,0.12,0.13,18.72
72.792,19.0448,16,4,3,3,1,0.31,0.35,11.91
72.8924,18.9151,11,3,1,1,1,6.33,5.2,4.56
72.817,19.0544,1,3,2,2,1,0.18,0.21,10.83
72.8839,19.0422,1,2,1,1,0,5.09,3.5,7.45
72.8496,18.8813,14,3,2,2,1,2.05,1.5,7.72
72.849,18.9568,10,2,1,1,1,5.18,3.89,6.74
72.8383,18.8994,17,3,2,2,0,0.46,0.48,7.13
72.8838,18.938,46,3,1,1,0,0.19,0.15,3.17
72.805,19.0634,1,2,1,1,0,1.65,1.12,5.25
72.8208,19.0464,11,2,1,1,1,1.68,2.09,8.72
72.8321,18.9704,21,3,2,2,0,1.99,1.91,11.48
72.8318,19.0233,5,3,2,2,2,0.71,0.68,19.53
72.8421,19.002,2,4,2,3,0,16.47,11.27,5.86
72.7961,18.8878,1,2,1,1,2,2.71,2.11,6.2
72.8006,18.9033,33,3,2,2,0,2.48,2.36,4.62
72.8379,18.9116,23,5,3,3,2,1.09,0.81,13.13
72.8506,18.9261,15,4,2,2,0,1.95,1.65,8.22
72.7867,19.0289,20,4,2,2,2,4.66,5.36,6.96
72.7838,19.0027,17,3,1,1,2,11.4,13.52,1.82
72.8574,18.9536,15,3,2,2,1,0.36,0.32,15.59
72.7854,19.0058,2,2,1,1,0,2.57,2.33,4.47
72.8054,19.0663,1,3,2,3,0,0.27,0.26,10.0
72.8339,18.9009,13,3,2,2,0,5.13,5.44,5.1
72.826,18.8863,10,4,3,3,1,3.92,3.84,9.41
72.8961,18.8772,31,3,2,2,1,0.12,0.1,6.66
72.8603,18.9172,10,5,3,3,0,4.8,4.01,9.93
72.8934,19.0242,3,4,3,4,2,0.42,0.4,29.84
72.8434,18.9215,5,5,3,4,1,4.66,4.2,11.49
72.8707,18.8794,0,3,2,2,0,2.58,1.73,8.69
72.8456,18.9693,9,2,1,1,2,9.88,6.92,4.91
72.8385,18.9444,4,2,1,1,1,0.83,0.71,5.72
72.8923,18.8944,6,3,2,2,1,4.84,3.28,7.39
72.8409,19.0108,17,2,1,1,0,16.04,11.74,2.29
72.8699,18.8737,18,3,1,1,1,3.27,2.49,5.48
72.8791,18.8818,19,2,1,1,1,4.21,4.04,3.52
72.8026,18.9592,32,4,3,3,1,2.9,2.17,7.84
72.8237,19.0426,5,3,2,3,2,2.55,1.89,18.8
72.834,18.9187,7,2,1,1,2,2.64,2.28,5.35
72.8828,18.9416,10,2,1,1,2,5.38,5.93,3.97
72.7895,18.9076,3,2,1,1,2,3.14,2.41,5.81
72.8211,19.0603,16,5,3,3,1,5.35,3.68,17.71
72.7913,18.8828,41,4,2,2,0,2.97,2.11,4.85
72.8855,19.0211,6,2,1,1,1,8.72,6.66,5.2
72.8011,19.0296,50,2,1,1,1,0.15,0.1,2.82
72.8593,18.9828,15,4,2,2,0,1.63,1.33,15.08
72.8754,18.9875,3,2,1,1,0,9.94,6.8,4.66
72.7943,18.9457,1,4,2,3,2,1.01,0.88,14.35
72.8666,19.0544,0,2,1,1,1,0.74,0.6,11.03
72.8415,19.0276,5,4,3,4,1,1.92,1.59,24.18
72.8424,18.9343,18,2,1,1,1,1.32,1.07,4.83
72.7869,18.975,11,2,1,1,1,0.35,0.26,5.95
72.8588,19.0255,1,2,1,1,0,2.34,2.74,7.81
72.8558,18.9453,27,4,3,3,0,1.82,1.4,8.04
72.8176,19.0043,14,2,1,1,2,1.62,1.76,4.62
72.898,19.0083,17,3,1,1,0,1.92,1.73,9.36
72.8369,18.8684,0,4,2,2,2,6.31,4.34,9.39
72.8548,18.9282,15,3,2,2,1,0.15,0.12,9.3
72.8435,19.0603,30,4,2,2,1,2.97,3.13,11.3
72.8048,18.9215,28,2,1,1,0,3.02,2.03,3.36
72.798,18.9212,2,4,3,3,2,2.55,1.89,13.53
72.8946,19.0524,0,3,2,3,0,4.93,5.08,12.02
72.7886,18.9548,5,4,2,2,1,1.16,0.99,11.49
72.8986,18.8802,0,3,2,2,1,5.03,5.51,6.85
72.8224,19.0303,9,4,3,3,1,3.55,4.33,17.08
72.8568,19.0384,14,3,2,2,1,0.84,0.72,15.43
72.7907,18.9568,49,2,1,1,0,0.48,0.37,1.83
72.8878,18.8803,2,4,2,2,1,1.58,1.53,11.45
72.8264,18.9567,21,3,1,1,1,6.3,4.84,7.19
72.8661,18.9281,5,2,1,1,2,2.55,2.14,5.99
72.8258,19.0495,3,2,1,1,2,13.99,11.04,3.34
72.7847,18.9174,1,3,2,2,1,1.87,1.63,9.51
72.8438,18.9051,0,3,2,3,0,0.71,0.78,9.75
72.8867,18.8708,0,3,2,2,1,3.97,3.53,8.22
72.8122,18.986,36,4,2,2,0,1.92,2.37,5.57
72.8274,18.9943,1,4,2,2,0,2.86,2.75,16.37
72.8263,18.9917,2,3,2,2,2,1.12,0.77,19.84
72.8294,18.9489,9,3,1,1,1,5.0,4.01,5.41
72.784,18.9677,7,2,1,1,2,2.01,1.37,5.96
72.825,18.9036,9,4,2,2,1,1.64,1.61,10.29
72.8853,18.9459,9,3,2,3,1,4.11,3.02,7.8
72.8055,19.0575,3,4,2,2,1,4.2,4.07,8.54
72.8274,19.0318,15,4,3,3,1,7.15,7.13,11.46
72.8893,18.8834,21,3,1,1,1,6.03,6.59,2.94
72.8146,18.9004,50,2,1,1,0,7.23,7.07,1.02
72.8368,18.9838,1,2,1,1,1,0.42,0.31,10.94
72.8782,18.8734,14,4,3,3,0,2.02,1.41,10.6
72.834,18.8714,1,5,3,3,1,0.99,0.97,15.85
72.813,18.8996,5,2,1,1,0,0.43,0.45,5.22
72.8469,18.8855,8,2,1,1,0,7.19,6.29,2.58
72.8153,18.9021,15,2,1,1,2,0.27,0.23,5.31
72.8666,18.8827,15,4,2,3,2,5.05,3.84,8.43
72.8292,18.9634,10,5,3,3,0,1.97,1.53,21.45
72.7974,19.0184,3,4,3,4,2,2.35,1.78,14.5
72.8388,19.0301,3,2,1,1,2,1.32,1.56,10.83
72.8168,18.9858,7,3,1,1,2,0.29,0.23,8.65
72.835,18.9277,5,5,3,3,0,1.47,1.47,12.64
72.8477,18.9218,8,3,2,2,1,2.93,3.11,7.71
72.7984,19.0315,10,3,2,2,2,6.38,6.65,5.88
72.8723,19.0428,2,4,3,3,1,5.83,4.66,17.31
72.7899,18.9835,10,3,2,2,0,1.24,1.09,7.88
