Longitude,Latitude,House_Age,Total_Rooms,Total_Bedrooms,Bathrooms,Parking,Dist_Mall_KM,Dist_Metro_KM,prediction
72.7916,19.0047,5,2,1,1,0,1.46,1.13,4.804399999999997
72.803,19.0428,1,4,2,2,2,7.24,6.62,6.870899999999999
72.8789,18.9422,3,4,2,2,0,0.65,0.49,10.765899999999998
72.8913,19.0009,17,2,1,1,2,6.51,5.34,5.979000000000002
72.818,19.0301,11,4,2,2,1,0.37,0.34,11.017099999999994
72.8979,18.9436,15,3,2,2,1,0.1,0.1,9.048099999999994
72.864,18.8704,18,3,2,2,1,0.12,0.12,8.365699999999997
72.8701,18.9985,42,4,2,2,1,2.09,2.2,9.065699999999998
72.8596,18.9852,10,2,1,1,1,0.13,0.16,10.018199999999998
72.8717,18.9694,22,2,1,1,1,0.48,0.43,8.359599999999993
72.8651,18.9245,21,3,2,2,1,7.9,5.99,4.772399999999997
72.8893,18.897,0,3,2,2,1,2.81,2.63,8.560500000000005
72.8417,19.05,11,3,1,1,1,1.34,1.08,12.1504
72.7911,18.9174,6,2,1,1,1,7.89,5.72,3.365000000000001
72.8743,18.9079,3,2,1,1,0,0.14,0.1,5.426900000000001
72.8264,18.9456,0,3,2,2,0,1.22,1.43,8.856100000000003
72.8689,19.0365,3,2,1,1,2,1.18,1.44,11.033100000000008
72.8359,19.0053,3,2,1,1,1,0.2,0.2,11.052
72.8246,18.9446,11,3,2,2,1,5.96,3.97,6.875600000000003
72.8709,18.958,1,2,1,1,2,3.92,4.22,8.592399999999994
72.847,19.0583,28,4,2,2,2,1.59,1.46,14.951000000000006
72.85,18.9277,30,4,3,3,1,1.1,0.94,9.2472
72.8892,19.0143,32,3,2,2,1,1.78,1.43,11.3103
72.8367,19.0098,6,2,1,1,0,0.42,0.31,9.401300000000008
72.8483,18.9214,16,4,2,2,0,6.49,4.82,6.347899999999992
72.7911,19.05,0,4,2,2,0,3.08,2.06,9.2202
72.8567,18.893,19,4,2,2,1,0.26,0.25,9.520600000000004
72.8114,18.9753,2,5,3,3,1,0.88,0.74,15.814799999999993
72.799,18.9309,20,2,1,1,1,3.7,4.5,3.311799999999997
72.8467,19.0237,13,4,2,2,0,6.52,7.88,9.641999999999992
72.841,18.9287,1,3,2,3,1,0.52,0.38,10.995099999999994
72.8196,18.9916,14,3,2,3,0,0.29,0.24,9.336999999999993
72.7932,18.9595,20,4,2,2,2,0.98,0.85,9.335899999999993
72.8495,19.0296,19,2,1,1,1,9.86,11.03,2.909999999999999
72.8211,18.899,4,2,1,1,1,0.12,0.1,6.232300000000002
72.8502,18.9433,4,3,2,2,0,5.16,4.2,6.291199999999998
72.7849,18.9034,1,4,3,3,2,1.45,1.21,14.523499999999999
72.8048,19.0572,35,4,2,3,0,5.6,4.81,5.208099999999998
72.8887,19.0323,0,4,3,3,2,0.91,1.09,27.30900000000001
72.8215,18.9656,23,3,2,2,0,1.14,0.85,12.5108
72.8807,19.0015,10,2,1,1,1,0.31,0.34,10.059099999999995
72.8497,19.0158,11,2,1,1,2,0.9,1.01,10.106300000000003
72.8436,18.8687,11,2,1,1,2,4.0,4.24,4.139200000000004
72.8518,18.9286,5,3,2,2,1,5.84,5.06,6.348099999999999
72.7836,18.9797,8,4,2,2,1,1.49,1.2,11.084700000000005
72.8792,18.8876,6,2,1,1,1,1.59,1.15,5.439800000000003
72.8127,18.869,21,2,1,1,0,3.52,4.24,3.2185000000000015
72.8339,18.9087,17,3,2,3,0,1.83,1.22,7.399299999999998
72.8744,18.8704,4,2,1,1,0,2.05,1.71,4.836200000000004
72.8101,18.942,14,5,3,3,1,4.64,4.74,9.252100000000002
72.8568,19.0506,31,2,1,1,1,5.6,4.07,4.974800000000003
72.8636,18.9628,15,2,1,1,2,0.09,0.1,10.340199999999998
72.8086,18.8713,42,3,2,2,1,0.23,0.17,5.540699999999999
72.8754,18.967,10,4,2,3,1,0.7,0.73,19.16720000000001
72.7873,19.0315,15,2,1,1,0,0.52,0.43,4.809799999999997
72.847,19.0075,13,4,2,2,2,3.69,2.62,16.1701
72.8448,19.0646,21,3,2,2,0,3.5,2.84,10.893000000000002
72.8859,18.9778,11,3,2,2,0,0.78,0.56,14.582299999999996
72.8278,18.9211,7,3,1,1,1,7.29,5.65,4.269600000000002
72.8085,18.9149,8,2,1,1,0,6.47,5.23,3.1582
72.788,18.9673,7,2,1,1,2,0.53,0.56,6.321400000000003
72.8933,19.034,19,3,2,3,1,0.49,0.48,14.762599999999988
72.8834,18.9097,12,3,2,2,2,3.08,2.82,8.056899999999999
72.8281,18.9901,5,3,1,1,0,3.14,3.92,9.967400000000001
72.8229,18.9883,4,4,2,3,1,0.68,0.54,20.96270000000002
72.784,18.9272,27,2,1,1,0,1.9,1.9,3.3966
72.794,18.9824,8,5,3,4,2,2.57,3.01,12.548799999999996
72.8906,18.8812,2,3,1,1,0,3.15,3.31,5.502399999999999
72.7944,18.8715,5,2,1,1,1,0.09,0.1,5.854600000000001
72.878,18.8798,24,2,1,1,1,6.87,6.17,2.6898
72.7985,18.9299,25,2,1,1,2,5.21,3.9,3.1482
72.8632,18.9765,0,3,2,2,1,0.12,0.1,19.190199999999983
72.8241,19.0501,7,3,1,1,0,0.54,0.54,12.175799999999995
72.8508,18.9754,26,3,2,2,1,1.81,1.22,11.836000000000006
72.8138,18.9161,36,3,2,2,1,0.44,0.37,5.935300000000002
72.8574,18.9889,2,4,3,3,2,3.39,2.51,22.7694
72.8962,18.9995,4,3,2,2,2,0.42,0.37,20.618800000000014
72.8319,19.0317,3,2,1,1,1,1.44,1.1,10.219300000000006
72.7932,18.9174,28,2,1,1,0,5.33,3.58,2.6766999999999994
72.897,18.9326,21,3,2,2,1,6.13,5.59,5.032399999999996
72.8919,18.9588,15,2,1,1,0,0.17,0.14,8.170400000000006
72.8947,19.023,19,4,2,3,2,0.76,0.53,19.579199999999997
72.8931,19.0091,30,3,2,2,0,7.28,5.2,7.419100000000002
72.7837,19.0272,16,3,2,2,0,0.86,0.98,7.428399999999999
72.8162,18.998,0,3,2,2,0,0.35,0.27,9.296999999999988
72.8071,18.9771,11,3,2,2,2,15.32,10.49,3.0549000000000017
72.8665,19.0108,2,4,2,2,1,3.27,3.73,17.25440000000001
72.8712,19.0048,1,3,2,2,1,1.26,1.29,17.40170000000001
72.8471,19.0054,44,4,3,3,1,1.89,1.57,11.670399999999997
72.7882,18.9223,50,2,1,1,0,1.43,1.19,2.2984
72.8204,19.0603,2,2,1,1,1,0.09,0.1,10.920400000000003
72.7855,18.9969,11,4,2,2,0,0.63,0.53,9.676400000000006
72.8245,18.9567,32,4,3,3,1,0.67,0.61,16.264899999999976
72.8812,19.0504,1,4,2,2,2,2.08,2.31,19.735899999999983
72.7886,18.8714,8,3,2,2,0,1.3,0.89,8.12849999999999
72.8998,19.0108,18,3,2,3,2,1.75,1.3,15.097700000000001
72.8825,18.9259,31,4,2,2,1,7.23,6.09,5.2383999999999995
72.7858,18.9629,29,5,3,3,1,1.18,1.25,9.798300000000001
72.801,18.8858,3,3,2,2,1,4.92,3.75,7.5565999999999995
72.8774,18.9444,0,4,3,3,1,3.69,3.57,11.457700000000004
72.7891,18.9775,20,3,2,2,2,1.91,1.66,7.701200000000003
72.8356,19.0246,0,4,3,3,2,0.48,0.51,28.728500000000004
72.8236,18.9679,1,3,1,1,2,0.13,0.1,15.844699999999987
72.8432,19.0312,50,3,1,1,1,1.63,1.42,5.567799999999997
72.795,19.0178,21,4,3,3,2,0.1,0.1,11.642700000000014
72.8317,18.8964,0,5,3,4,2,0.42,0.4,18.261099999999995
72.8051,19.0052,32,4,3,4,1,0.68,0.51,9.173100000000003
72.8543,19.0659,1,4,2,3,1,0.6,0.68,22.287700000000005
72.8011,18.9077,6,2,1,1,2,5.85,6.12,3.7593000000000014
72.8232,19.0187,2,3,2,2,2,0.97,0.83,19.7924
72.8509,19.0466,19,5,3,3,1,1.92,1.9,21.07260000000002
72.8855,18.9663,1,3,2,3,1,1.69,1.14,18.00120000000001
72.795,18.8677,32,3,1,1,1,0.08,0.1,5.23
72.8299,18.8884,1,2,1,1,1,0.13,0.1,6.3531
72.8816,19.0544,13,2,1,1,0,0.35,0.31,8.539900000000006
72.8156,18.8867,17,3,2,2,1,0.85,0.82,8.193999999999999
72.8997,18.9022,11,4,3,3,0,2.61,3.24,9.996699999999999
72.8916,18.9575,0,2,1,1,1,0.67,0.52,11.094199999999995
72.8527,19.0496,3,3,2,2,1,3.02,3.32,14.691699999999999
72.8271,18.9171,50,2,1,1,1,1.02,1.07,2.3813
72.8991,18.9691,50,2,1,1,2,1.13,1.25,4.3683
72.8848,19.0228,21,4,2,2,1,3.16,2.22,14.532600000000004
72.8396,18.9649,2,4,2,2,1,4.8,4.15,14.995800000000006
72.875,18.8936,8,2,1,1,1,1.03,1.21,5.282399999999999
72.8202,19.0519,27,4,2,2,1,2.0,1.71,12.251699999999996
72.7899,18.9384,15,3,2,3,1,0.64,0.47,9.293499999999996
72.7849,18.8951,0,4,2,2,1,0.56,0.62,12.343399999999992
72.8408,18.9976,6,4,3,3,1,1.17,0.96,24.504200000000004
72.8166,19.0398,25,3,1,1,1,1.22,1.05,5.059199999999999
72.7954,18.9108,36,4,3,3,1,2.52,2.12,7.5218000000000025
72.8876,18.9029,18,3,2,2,1,4.31,3.13,6.199799999999997
72.877,18.9744,3,4,3,3,2,1.13,0.87,27.094900000000006
72.8605,18.8855,18,4,3,3,1,4.66,3.91,8.678700000000003
72.8686,19.0423,2,3,2,2,1,3.63,2.47,15.129099999999992
72.8101,18.9801,3,4,2,2,1,2.91,2.45,9.95
72.8715,18.926,9,4,2,2,0,4.71,3.21,7.5770999999999935
72.8294,19.0549,28,3,2,2,0,9.52,6.56,7.118800000000005
72.8459,18.9562,12,2,1,1,1,0.2,0.17,9.711300000000012
72.88,18.8816,1,5,3,3,0,0.97,0.78,14.588000000000012
72.8177,18.9065,4,4,2,2,0,1.18,0.92,10.275099999999991
72.8013,18.8946,3,3,2,2,1,0.73,0.84,10.006400000000003
72.8773,18.8738,1,3,1,1,1,9.57,7.53,3.3524000000000007
72.8285,18.8986,3,4,2,2,0,11.48,9.22,4.453700000000004
72.8858,19.0288,1,4,3,4,1,0.36,0.38,27.040700000000005
72.821,18.9901,40,4,3,3,1,1.76,1.26,12.855099999999991
72.8805,18.8693,50,2,1,1,1,4.8,3.36,1.8580000000000012
72.8803,19.0043,15,3,1,1,1,0.49,0.44,12.098600000000001
72.8904,19.0332,22,2,1,1,1,3.87,3.1,6.4993
72.8379,18.9363,8,5,3,3,1,0.96,1.11,15.072899999999999
72.8533,18.9054,29,2,1,1,0,1.66,1.14,3.5274999999999967
72.8791,19.0351,30,3,2,2,2,0.2,0.19,13.173899999999996
72.8089,19.0396,9,4,3,4,1,1.45,0.98,13.328
72.8582,19.0422,46,4,2,2,0,1.86,1.71,8.004300000000004
72.8778,19.0414,5,2,1,1,1,0.42,0.5,10.565200000000003
72.8311,19.0447,1,3,1,1,2,1.67,1.93,13.474899999999996
72.8351,18.9679,1,2,1,1,1,1.31,0.96,10.110199999999997
72.8341,19.0653,37,5,3,3,1,0.26,0.26,15.9828
72.8634,18.8921,18,2,1,1,1,13.81,13.53,1.3510000000000004
72.8282,18.9051,4,5,3,3,2,0.98,1.04,16.521
72.8803,19.064,40,3,1,1,1,0.52,0.4,7.010600000000008
72.8249,18.9397,3,3,1,1,0,1.25,1.0,6.713500000000003
72.8523,18.9225,1,2,1,1,2,3.43,3.36,5.011499999999997
72.8925,19.0604,0,4,2,2,0,1.73,2.1,17.55630000000001
72.8034,18.897,21,3,2,3,0,0.3,0.2,7.346599999999995
72.846,19.0064,50,3,2,2,1,5.18,4.31,6.119599999999998
72.8504,18.9568,9,4,2,2,1,6.23,4.61,13.457000000000003
72.8065,18.9809,49,3,1,1,1,0.98,1.04,3.0972999999999997
72.8995,18.9587,15,4,2,2,0,0.48,0.44,16.106900000000003
72.8274,18.8835,25,3,1,1,1,1.53,1.33,5.321599999999994
72.8315,19.0344,3,5,3,3,1,2.18,2.72,24.29500000000002
72.7936,19.0493,50,5,3,3,0,3.72,2.66,5.118799999999999
72.8062,18.9352,3,4,2,2,1,2.51,1.8,10.568699999999994
72.8889,18.9704,7,4,3,3,1,1.77,1.93,22.094700000000007
72.8919,18.9948,10,3,2,2,1,2.18,2.13,14.755599999999994
72.831,19.036,16,3,2,2,2,5.43,3.75,11.98609999999999
72.8365,18.8875,19,3,1,1,0,0.82,0.69,5.541999999999997
72.8028,19.0268,32,5,3,3,0,2.66,2.69,8.143299999999998
72.8846,18.9754,22,3,1,1,1,0.51,0.56,10.7951
72.8659,18.8818,10,3,1,1,0,0.79,0.96,6.174200000000001
72.888,19.0139,22,2,1,1,1,1.04,1.3,7.892400000000006
72.8337,18.8992,13,4,2,2,1,1.24,1.04,10.436500000000006
72.8191,18.9437,17,3,1,1,1,0.13,0.1,6.677600000000002
72.8235,19.0284,2,4,3,4,1,0.31,0.23,26.90700000000001
72.8819,19.0583,5,2,1,1,1,5.03,5.53,6.997200000000004
72.8301,18.9421,14,2,1,1,2,1.88,1.92,4.9985
72.8174,19.0486,24,5,3,3,0,5.99,5.5,6.261800000000001
72.8338,18.9049,6,3,2,2,1,4.48,4.25,6.917699999999999
72.8305,18.9584,14,3,1,1,0,2.38,1.61,9.927499999999988
72.8856,18.9613,28,2,1,1,1,0.52,0.61,7.382899999999998
72.8933,18.9215,1,2,1,1,0,2.75,2.0,4.575899999999998
72.8596,19.0264,31,3,1,1,1,5.5,3.94,5.9677000000000024
72.8838,18.8799,16,2,1,1,1,1.6,1.85,4.348199999999999
72.8708,19.0367,9,3,2,2,1,2.11,1.49,15.742999999999993
72.8598,18.9689,18,3,2,2,0,1.29,1.12,13.080699999999995
72.8744,18.8729,50,3,2,2,0,3.64,2.52,3.507700000000001
72.8799,19.0447,20,3,2,2,0,0.45,0.48,13.536499999999997
72.8389,18.9086,42,4,2,2,1,0.7,0.6,5.843600000000002
72.8661,18.9821,11,3,2,3,1,5.07,3.45,12.278800000000006
72.8471,18.9849,2,3,2,2,0,0.52,0.39,16.397799999999997
72.8115,18.9552,17,3,2,2,1,1.81,1.83,7.669700000000001
72.8962,19.01,10,4,2,3,2,4.68,3.74,15.314900000000007
72.8344,19.0134,10,3,1,1,0,1.89,1.93,10.220499999999994
72.8143,18.8953,19,4,3,3,2,2.48,1.93,10.744399999999995
72.8851,18.9162,2,4,2,2,1,3.39,3.77,9.145499999999998
72.8748,18.974,18,4,3,3,1,3.16,2.58,17.9373
72.8203,18.9826,14,2,1,1,0,0.37,0.38,7.777299999999997
72.875,18.872,15,3,2,3,0,2.96,3.27,6.629699999999999
72.8062,18.996,50,3,1,1,2,1.37,1.1,3.0062
72.8365,19.0002,27,4,2,2,0,6.78,5.9,8.519200000000003
72.8201,18.9818,46,2,1,1,1,1.18,1.02,4.1829
72.8626,18.9428,6,2,1,1,2,0.65,0.58,6.154399999999997
72.8293,18.9935,12,4,2,2,0,3.41,3.85,14.206299999999997
72.8335,18.9337,6,2,1,1,0,0.67,0.52,5.2385
72.8461,19.0446,9,4,3,3,2,11.03,13.38,6.911700000000007
72.8619,18.922,4,3,2,3,1,3.22,2.28,8.7255
72.8329,19.0357,1,3,2,2,0,0.48,0.43,16.734799999999996
72.8608,18.994,50,3,2,2,0,1.53,1.03,7.498700000000005
72.8576,19.0611,4,3,2,3,2,0.1,0.1,20.700500000000005
72.8734,18.9832,40,2,1,1,1,0.78,0.89,5.637199999999996
72.8007,18.9127,5,2,1,1,1,2.69,2.24,5.083099999999999
72.8737,18.869,0,3,2,3,2,0.98,1.03,11.292300000000006
72.8712,19.0337,0,3,2,2,0,0.4,0.27,17.02450000000001
72.8832,18.8971,20,4,2,2,1,1.78,1.52,8.803100000000002
72.8456,18.8773,0,4,2,2,1,1.3,1.04,11.724499999999999
72.8217,18.9505,4,3,2,2,0,1.5,1.28,14.326199999999998
72.8127,18.9566,7,2,1,1,2,0.12,0.1,6.672800000000002
72.8379,18.8778,6,4,2,2,1,0.19,0.21,12.009799999999995
72.8964,18.8698,18,3,2,2,1,3.65,3.73,6.198999999999995
72.8799,19.0209,1,3,2,3,0,1.6,1.53,15.447000000000003
72.8979,18.879,16,2,1,1,0,6.61,4.9,2.9029000000000025
72.856,18.9898,8,2,1,1,1,4.62,4.07,7.546900000000001
72.8899,19.0191,2,2,1,1,0,0.13,0.1,9.577000000000002
72.8496,18.8982,50,3,1,1,0,1.87,1.94,2.7478
72.88,18.9538,3,2,1,1,0,2.59,2.5,8.071199999999997
72.8078,19.0421,1,3,2,2,1,8.36,8.29,4.855199999999999
72.8631,19.0543,2,2,1,1,1,0.97,0.7,10.492999999999995
72.8083,18.9612,3,4,3,3,0,3.21,3.03,10.535699999999993
72.7937,19.0278,8,3,2,2,0,4.52,3.2,6.893699999999995
72.8519,19.0539,13,2,1,1,2,2.61,3.23,8.593900000000001
72.7838,18.9424,13,2,1,1,0,4.38,3.66,3.6623999999999994
72.7957,18.8672,12,4,3,3,0,1.7,1.57,11.059299999999999
72.8881,18.9038,0,4,3,3,1,1.02,1.14,14.169499999999985
72.8837,19.0582,8,4,3,3,1,1.61,1.66,21.880899999999993
72.8737,18.9133,15,3,1,1,1,1.54,1.64,6.258299999999998
72.8266,18.8876,0,3,2,2,1,1.79,1.26,9.5949
72.8263,19.0559,7,3,2,3,2,0.42,0.32,20.0302
72.8134,19.0436,32,3,2,3,1,5.27,3.86,5.278099999999996
72.7965,18.971,47,2,1,1,1,0.66,0.47,2.550800000000002
72.8486,19.0062,30,3,2,2,0,0.55,0.47,11.8173
72.7977,18.9942,14,2,1,1,1,3.13,3.28,4.007
72.8952,19.0055,6,5,3,3,2,0.88,1.03,28.679299999999994
72.8395,19.0536,2,4,2,2,0,2.2,1.68,17.219
72.8848,18.995,0,2,1,1,1,5.49,4.89,7.322400000000001
72.8469,18.9297,6,2,1,1,2,4.68,4.11,4.131800000000004
72.8902,18.9006,0,4,2,2,1,2.75,2.16,10.963200000000004
72.837,18.8807,4,2,1,1,2,2.27,2.69,5.4358
72.8312,19.0394,7,3,2,3,1,0.3,0.34,18.40710000000001
72.8653,19.0417,3,3,1,1,1,4.46,4.14,9.838899999999999
72.8085,18.9685,4,2,1,1,0,6.29,5.38,3.549100000000001
72.8223,19.0401,13,4,2,2,1,1.6,1.1,17.765699999999985
72.8758,18.8888,4,2,1,1,0,0.35,0.29,5.224000000000001
72.7914,18.887,1,2,1,1,2,7.92,9.87,2.2413000000000007
72.8492,18.8829,30,3,1,1,2,2.56,1.88,5.041100000000002
72.8943,18.8864,9,5,3,4,1,0.14,0.15,15.362700000000002
72.8218,18.8846,10,4,2,2,1,1.28,0.9,11.039200000000005
72.8321,18.8758,14,3,2,2,1,0.49,0.35,8.838999999999999
72.8623,19.0424,35,2,1,1,1,2.77,2.99,5.792500000000006
72.8165,18.9446,3,2,1,1,1,5.04,5.37,3.996300000000001
72.871,19.0007,2,4,2,2,1,1.22,1.14,20.9087
72.891,19.0003,0,3,1,1,1,1.24,0.85,13.748600000000001
72.8732,18.9232,50,3,2,2,2,3.0,3.24,4.046000000000001
72.7858,19.0252,8,2,1,1,1,4.46,3.3,4.164100000000003
72.8135,18.9385,1,2,1,1,2,1.22,1.53,6.276200000000005
72.8764,18.9945,13,2,1,1,2,0.52,0.5,10.241499999999998
72.8901,19.0288,21,2,1,1,1,0.27,0.18,8.579599999999996
72.8713,18.8873,1,5,3,3,0,2.31,1.71,12.54849999999999
72.8628,18.9915,14,4,2,3,1,1.75,1.25,17.973699999999983
72.786,18.8858,9,5,3,3,0,0.12,0.1,13.869699999999996
72.8866,18.9301,0,3,2,3,1,0.67,0.65,10.692599999999993
72.8784,18.8824,0,2,1,1,0,1.29,0.92,5.2334000000000005
72.8471,18.9005,3,3,1,1,2,0.26,0.32,8.610900000000008
72.8057,19.0021,2,2,1,1,0,6.11,5.47,3.6286999999999994
72.8929,18.9124,10,3,1,1,2,1.36,0.98,7.201500000000001
72.8564,18.9204,8,4,3,3,1,8.07,5.78,8.727599999999997
72.8827,18.9574,42,4,3,4,0,0.19,0.15,11.953499999999996
72.8553,18.9606,47,2,1,1,0,1.94,1.8,3.838299999999996
72.8812,18.9643,7,3,2,3,1,0.1,0.1,18.359900000000003
72.8907,18.9802,9,2,1,1,0,1.15,1.32,8.450399999999997
72.7904,19.038,0,2,1,1,1,0.14,0.17,6.4087
72.8736,18.9021,14,4,2,2,2,5.88,5.24,7.473399999999999
72.8952,18.8932,25,2,1,1,0,5.76,5.99,2.6891
72.7985,19.0542,8,4,3,3,1,4.44,3.14,11.036500000000004
72.8224,18.9125,0,2,1,1,0,1.52,1.04,5.224400000000002
72.8785,19.0095,1,3,2,2,0,3.67,4.42,12.556700000000017
72.8051,19.0057,12,3,2,2,0,9.72,11.52,3.723300000000001
72.8285,19.0151,4,5,3,3,1,0.49,0.4,28.72240000000002
72.8251,19.0544,50,2,1,1,0,3.32,3.3,3.6529000000000007
72.8132,19.0203,13,4,3,4,0,7.36,5.46,7.890900000000006
72.8286,19.0166,19,3,2,3,0,0.95,0.83,13.464899999999998
72.8908,18.9928,1,4,2,2,1,2.45,2.97,18.408800000000006
72.8574,19.012,5,5,3,3,2,2.91,2.82,22.42900000000001
72.8098,18.9816,1,4,3,3,1,5.06,4.2,10.773599999999997
72.8424,18.9079,18,2,1,1,1,2.61,1.98,4.250499999999997
72.7891,18.9836,6,4,3,3,1,0.92,0.96,13.8213
72.8721,18.9665,28,2,1,1,0,7.71,5.55,4.382399999999999
72.8908,18.9862,12,2,1,1,0,2.32,2.05,7.445600000000001
72.8585,19.0149,11,2,1,1,0,0.77,0.82,8.295099999999996
72.8429,19.0447,7,2,1,1,2,1.58,1.41,10.416899999999993
72.819,18.9298,9,4,2,2,2,1.58,1.11,11.002700000000004
72.8629,18.923,4,3,2,3,1,6.7,5.05,6.191099999999999
72.8584,18.9561,20,3,2,2,2,5.44,5.93,9.935400000000008
72.8751,18.9275,20,3,2,2,1,2.37,2.15,6.987299999999999
72.8469,18.9041,48,2,1,1,0,0.13,0.14,2.589800000000003
72.8228,18.9411,0,3,1,1,1,6.38,4.49,5.636999999999998
72.8452,18.931,18,3,2,2,1,0.08,0.1,8.4947
72.8777,18.8938,24,3,2,2,0,0.66,0.62,6.541499999999994
72.8471,18.9133,20,3,2,2,1,0.4,0.42,7.967699999999996
72.8885,18.8917,22,3,2,3,1,3.38,2.75,6.356199999999998
72.8087,19.0555,50,4,2,2,0,0.86,1.06,4.940899999999998
72.8527,18.9642,5,3,2,2,0,1.41,1.11,15.4991
72.8493,18.9308,6,3,1,1,2,4.14,3.77,5.58
72.8301,19.0521,14,2,1,1,1,0.47,0.48,9.110800000000006
72.8395,18.9621,31,3,1,1,1,2.92,2.49,7.873700000000001
72.8794,18.9338,43,3,2,2,1,4.35,4.38,4.021400000000001
72.8761,18.8734,19,2,1,1,0,0.08,0.1,4.271500000000002
72.838,18.9166,50,4,2,2,1,1.28,1.12,4.8488999999999995
72.888,18.9171,5,4,3,3,1,3.83,2.96,11.392100000000005
72.7837,18.899,7,5,3,3,0,4.79,5.42,8.462699999999991
72.8325,18.934,0,2,1,1,0,7.74,5.39,3.135299999999999
72.7973,18.9171,34,4,3,3,0,0.66,0.47,8.178200000000007
72.852,18.9756,0,2,1,1,2,2.29,2.23,10.547399999999998
72.8832,19.0595,6,4,2,3,1,1.49,1.86,19.23889999999999
72.8863,19.0322,1,3,2,2,0,0.57,0.67,16.519500000000008
72.876,19.0491,28,3,2,2,1,6.81,5.51,8.349599999999999
72.7933,19.0596,13,3,2,2,1,1.73,1.27,8.368500000000001
72.8121,18.9222,1,4,3,3,1,3.02,2.55,11.9751
72.7958,19.0019,12,4,3,3,0,0.71,0.67,11.371799999999999
72.8162,18.9151,33,3,2,2,1,0.93,0.75,6.082599999999997
72.8488,18.9528,28,2,1,1,1,1.04,0.87,7.1667999999999985
72.8689,18.8729,11,4,3,4,2,0.39,0.41,13.973400000000009
72.8968,18.9408,29,3,2,2,1,0.69,0.76,6.887099999999992
72.8942,18.912,44,3,2,2,1,2.88,2.49,4.514
72.8143,19.064,0,2,1,1,0,3.73,3.34,4.009900000000003
72.8688,18.8907,3,4,3,3,2,2.31,2.68,13.738799999999996
72.8203,19.031,17,2,1,1,1,3.21,3.77,6.657100000000005
72.8685,18.943,13,4,3,3,1,3.56,2.56,10.219999999999997
72.8528,18.9821,10,4,2,2,1,1.3,0.9,18.911099999999987
72.8669,18.94,12,2,1,1,2,1.98,1.72,5.110299999999998
72.8237,18.9794,5,2,1,1,0,0.97,1.0,9.141499999999994
72.8724,18.8783,1,3,1,1,0,3.77,2.73,5.7666999999999975
72.7923,18.8913,14,2,1,1,0,0.11,0.1,4.747399999999996
72.8133,18.8797,29,4,3,4,1,5.5,4.85,7.354800000000004
72.7956,18.8864,40,2,1,1,1,1.68,1.43,2.876700000000002
72.8665,19.0455,4,3,2,2,1,5.36,5.07,11.753999999999996
72.8686,19.0659,0,4,2,2,2,0.97,0.8,23.01810000000002
72.7903,18.9697,11,3,2,2,0,1.8,1.42,7.512999999999998
72.7995,18.8868,1,2,1,1,1,1.48,1.23,5.8024000000000004
72.854,18.9122,5,4,2,2,2,4.51,3.5,9.341899999999999
72.8036,18.9914,23,3,1,1,1,3.38,3.6,3.785500000000001
72.8546,18.9111,50,3,2,2,0,1.06,1.21,3.6597000000000004
72.8947,18.9446,8,4,3,4,0,0.41,0.5,12.311100000000005
72.8158,18.9381,7,2,1,1,1,1.68,1.7,5.289100000000002
72.7889,18.9467,7,2,1,1,1,0.93,0.75,5.583400000000005
72.843,19.0269,24,2,1,1,2,0.83,0.71,8.493200000000002
72.7892,18.9954,2,2,1,1,1,1.08,1.04,5.638999999999999
72.878,18.9508,3,3,1,1,1,0.22,0.27,13.359199999999989
72.7922,18.9842,27,2,1,1,1,4.55,3.29,3.3193999999999977
72.8073,18.8703,10,2,1,1,0,1.27,1.35,4.466000000000006
72.894,19.0447,14,2,1,1,1,3.63,4.17,6.9501
72.7997,19.0508,1,4,3,3,2,0.89,0.96,15.499899999999991
72.8763,18.8729,4,2,1,1,0,6.07,5.09,3.5091000000000037
72.8707,19.0112,23,3,2,2,1,0.28,0.24,13.808300000000004
72.8367,18.9338,11,5,3,3,1,2.39,2.55,12.344099999999994
72.8489,18.986,31,4,3,3,1,3.78,3.49,12.955999999999994
72.8703,18.892,15,5,3,3,2,0.13,0.1,15.197600000000005
72.8846,18.9287,2,4,3,3,2,0.99,0.83,15.249000000000008
72.7835,19.055,7,3,1,1,1,7.56,6.62,3.774899999999999
72.842,18.9568,4,2,1,1,1,0.11,0.1,10.774199999999992
72.8198,18.8838,4,3,2,3,2,1.85,1.32,10.026200000000003
72.8646,19.0554,50,3,2,2,1,0.18,0.14,8.350299999999992
72.8411,19.0564,28,4,2,2,0,0.8,0.56,13.931199999999999
72.8726,19.0392,2,4,3,3,2,1.08,1.0,27.241800000000012
72.8572,18.9257,2,5,3,4,1,0.27,0.18,16.862899999999993
72.8399,18.9351,50,2,1,1,0,0.93,0.64,2.2376000000000014
72.8863,18.9875,10,3,2,2,1,3.03,3.0,13.4438
72.8702,18.8838,2,2,1,1,1,0.33,0.31,5.958499999999999
72.8764,18.9186,2,2,1,1,0,0.56,0.65,5.438099999999999
72.7889,18.8782,20,4,3,3,1,2.86,2.71,9.6663
72.8018,19.0213,0,3,1,1,1,0.4,0.28,7.995299999999998
72.86,18.9259,16,3,2,2,2,4.23,3.41,7.072600000000002
72.8454,19.0177,8,3,1,1,1,5.04,5.64,8.394499999999999
72.7943,19.0452,21,3,1,1,1,4.11,2.89,4.316
